user_id,experiment_group,experiment_week,experiment_day,user_type,device,checkout_conversion,aov_idr,payment_failure,session_duration_sec
10848,control,2,8,returning,mobile,0,,0,163.4
2128,control,2,14,returning,mobile,0,,0,186.5
6348,treatment,3,19,new,mobile,0,,0,96.1
4316,treatment,3,16,returning,mobile,0,,0,181.5
11077,control,3,17,returning,mobile,1,235619.03,0,229.7
7188,control,3,20,returning,desktop,0,,0,167.1
711,treatment,2,10,new,mobile,0,,0,136.4
7403,control,3,16,returning,desktop,0,,0,153.8
3412,control,3,21,returning,mobile,0,,0,146.5
5468,control,2,8,new,desktop,0,,0,220.7
408,treatment,1,7,returning,mobile,0,,0,168.7
3060,control,1,2,new,mobile,0,,0,215.8
9871,control,3,21,returning,mobile,0,,0,245.7
8937,control,1,4,returning,mobile,0,,0,179.2
6761,control,2,8,returning,desktop,0,,0,185.6
4598,control,1,5,returning,desktop,1,221928.69,0,136.9
4413,treatment,2,13,returning,desktop,0,,0,51.9
3853,control,3,17,returning,mobile,0,,0,285.1
8162,treatment,1,4,returning,mobile,0,,0,130.7
11769,control,2,11,returning,desktop,0,,0,180.6
5881,control,2,9,new,desktop,0,,0,194.2
3208,control,3,16,returning,mobile,0,,0,222.3
2656,treatment,1,7,returning,mobile,0,,0,163.0
5240,treatment,1,5,returning,mobile,1,97030.01,0,209.5
1984,control,3,19,returning,mobile,1,90527.79,0,202.0
7840,control,1,5,returning,mobile,0,,0,205.4
3871,control,1,5,returning,mobile,0,,0,179.7
8274,treatment,1,1,new,desktop,0,,0,112.5
7402,control,3,17,returning,mobile,0,,0,163.2
1524,treatment,1,2,returning,desktop,1,277961.38,0,105.2
11555,treatment,2,14,new,mobile,0,,0,149.2
9081,control,2,10,new,mobile,0,,0,111.8
5677,control,3,20,returning,desktop,0,,0,190.1
1111,control,2,13,new,desktop,0,,0,120.9
10071,treatment,2,13,returning,mobile,0,,0,172.0
1407,treatment,1,2,new,mobile,0,,1,122.8
8236,control,2,14,new,desktop,0,,0,246.2
3039,control,2,10,returning,mobile,0,,0,226.5
9408,control,3,21,returning,mobile,0,,0,207.3
11889,treatment,3,18,returning,mobile,0,,0,153.5
3913,treatment,1,1,new,mobile,1,106787.77,0,180.0
8269,treatment,1,2,returning,mobile,0,,0,134.1
4561,treatment,3,21,returning,mobile,0,,0,176.2
6087,control,1,1,returning,mobile,0,,0,207.0
10654,control,2,11,returning,desktop,0,,0,109.3
10839,control,1,7,returning,desktop,0,,0,201.8
11580,treatment,2,14,new,mobile,0,,0,147.7
11050,control,2,10,returning,mobile,1,284739.77,1,170.8
4899,treatment,3,15,returning,mobile,0,,1,62.2
11745,control,2,10,returning,mobile,0,,0,177.1
634,control,2,14,new,mobile,0,,0,138.1
11136,treatment,2,14,returning,desktop,1,174916.63,0,157.4
8934,treatment,3,20,new,desktop,0,,0,144.5
4123,treatment,1,5,returning,desktop,0,,0,182.6
4808,treatment,1,5,new,mobile,0,,0,227.7
6212,treatment,3,21,returning,mobile,0,,0,162.8
7929,control,2,11,returning,desktop,0,,0,169.8
132,treatment,1,6,returning,mobile,1,210867.33,0,76.9
10696,control,2,13,returning,mobile,0,,0,292.1
456,control,3,15,new,mobile,0,,0,122.2
7526,control,3,15,returning,mobile,0,,0,190.6
9442,treatment,2,8,new,mobile,0,,0,160.6
9389,control,3,20,new,mobile,0,,0,201.3
10878,control,1,6,new,mobile,0,,0,175.0
775,control,2,9,new,mobile,0,,0,184.4
5036,control,3,20,returning,desktop,0,,0,139.9
312,control,2,8,new,desktop,0,,1,166.1
5166,treatment,3,19,returning,mobile,0,,0,129.6
3596,treatment,1,6,returning,mobile,0,,0,121.3
3839,treatment,3,19,returning,mobile,0,,1,249.8
3694,treatment,3,20,new,desktop,0,,0,165.8
2070,treatment,3,21,new,desktop,0,,0,149.6
470,treatment,1,2,new,desktop,0,,0,138.3
3847,treatment,1,2,new,desktop,0,,0,106.7
1351,treatment,3,19,returning,mobile,1,218850.94,0,114.2
8656,control,2,8,returning,mobile,0,,0,202.1
4396,control,1,3,returning,mobile,0,,0,226.2
6957,control,2,12,new,mobile,0,,0,165.4
10947,treatment,2,8,new,desktop,0,,0,85.9
248,control,3,16,new,mobile,0,,0,76.5
994,control,1,2,returning,desktop,0,,0,163.3
737,control,1,4,new,mobile,0,,0,287.8
10528,treatment,2,8,new,mobile,0,,0,166.1
2953,control,2,13,new,mobile,0,,0,186.3
3350,control,1,7,new,mobile,1,394007.71,0,121.7
4990,control,3,19,new,mobile,0,,0,147.4
3706,control,1,4,returning,mobile,0,,0,140.9
9583,control,3,17,returning,mobile,1,133940.55,0,123.7
564,treatment,3,21,new,mobile,0,,0,110.2
1723,treatment,3,16,new,mobile,0,,0,72.1
4780,treatment,1,7,new,desktop,0,,0,123.7
3001,treatment,2,8,returning,desktop,1,824195.54,0,164.0
5254,treatment,1,3,new,mobile,0,,0,123.1
1577,treatment,2,13,new,desktop,1,83995.61,0,173.4
74,control,1,1,new,desktop,0,,0,197.4
10908,control,2,8,new,desktop,0,,0,200.0
2239,control,2,10,returning,mobile,0,,0,125.2
3524,control,1,4,returning,desktop,0,,0,108.2
5665,control,1,5,new,mobile,0,,0,134.7
2885,treatment,3,18,returning,desktop,0,,0,228.3
6852,control,2,8,returning,mobile,0,,0,159.7
6502,control,3,16,returning,mobile,1,82202.96,0,134.1
5891,treatment,1,5,new,mobile,0,,0,68.9
8447,control,1,6,returning,mobile,0,,0,225.6
80,treatment,2,14,returning,mobile,1,1221305.91,0,173.1
6428,control,3,19,returning,mobile,0,,0,148.6
10435,control,2,10,new,desktop,0,,0,186.1
2155,treatment,2,12,returning,desktop,0,,0,167.8
797,control,3,16,returning,desktop,1,47674.03,0,184.4
8553,treatment,2,14,returning,desktop,0,,0,181.7
7081,treatment,2,11,new,mobile,0,,0,91.7
3091,treatment,1,2,new,mobile,0,,0,61.0
10606,control,2,10,returning,desktop,1,66729.22,0,170.8
2520,control,2,10,returning,desktop,0,,0,151.3
11604,treatment,1,4,returning,mobile,0,,0,129.3
5693,treatment,3,16,returning,mobile,1,314317.08,0,119.9
7212,treatment,1,3,new,desktop,0,,0,117.6
9857,treatment,3,21,returning,mobile,1,154215.3,0,172.2
2716,control,1,6,returning,mobile,0,,0,218.1
5228,control,2,12,returning,desktop,0,,0,341.5
7786,treatment,2,8,returning,mobile,0,,0,191.4
10481,treatment,3,20,returning,desktop,0,,0,124.6
6068,control,2,9,new,mobile,0,,0,79.8
334,treatment,1,2,returning,mobile,0,,0,168.9
4412,control,3,20,returning,mobile,0,,0,158.9
10203,control,1,5,returning,desktop,1,100145.79,0,100.2
8418,treatment,3,15,new,desktop,0,,0,188.6
10111,control,2,11,returning,mobile,0,,0,145.5
1085,treatment,2,12,new,mobile,0,,0,123.9
5981,treatment,3,19,returning,mobile,0,,0,147.3
1473,control,1,5,returning,desktop,0,,0,173.3
451,control,1,3,new,mobile,0,,0,198.6
1852,treatment,2,11,returning,mobile,0,,0,189.2
10187,treatment,1,4,returning,mobile,0,,0,119.1
3747,control,2,13,returning,desktop,1,35321.84,1,196.5
10420,treatment,1,3,new,mobile,0,,0,117.5
3324,treatment,1,6,new,desktop,0,,0,47.5
294,control,2,8,returning,mobile,0,,0,213.6
1251,control,3,17,new,mobile,0,,0,246.1
1146,control,1,5,returning,mobile,0,,0,211.2
2456,treatment,1,2,returning,mobile,0,,0,113.0
6179,control,3,16,returning,desktop,0,,0,186.9
3520,treatment,3,15,new,desktop,0,,0,146.0
7018,control,1,2,returning,desktop,0,,0,156.5
1954,treatment,3,18,returning,mobile,1,530909.86,0,127.2
10401,treatment,2,10,returning,desktop,0,,0,228.3
11509,treatment,2,9,new,mobile,0,,0,117.9
8318,treatment,2,14,returning,mobile,0,,0,154.1
6392,treatment,1,2,new,mobile,0,,0,88.6
10557,control,2,11,new,desktop,0,,0,102.7
853,treatment,1,6,returning,desktop,0,,0,124.9
1495,control,2,9,returning,mobile,0,,0,125.5
2860,control,2,14,new,mobile,0,,0,185.9
4346,treatment,1,4,returning,mobile,0,,0,145.2
7415,treatment,1,5,returning,mobile,1,63197.73,0,88.0
10520,treatment,2,12,returning,desktop,0,,0,130.4
1806,treatment,1,2,returning,mobile,1,79379.33,0,86.0
8531,treatment,2,8,returning,mobile,0,,0,157.7
6740,control,1,4,returning,mobile,1,130359.78,0,180.3
10380,control,2,8,returning,mobile,0,,0,177.9
7088,control,2,11,new,desktop,0,,1,236.8
10835,control,3,15,new,desktop,0,,0,168.1
189,treatment,1,2,new,desktop,1,200027.7,0,194.9
1124,control,3,20,new,desktop,0,,0,159.2
11363,treatment,3,19,returning,mobile,0,,0,82.5
11929,treatment,3,19,returning,desktop,0,,0,122.9
6587,control,1,4,returning,mobile,0,,0,146.9
11992,control,2,14,returning,mobile,0,,0,181.3
9406,treatment,1,7,new,mobile,0,,0,224.1
6758,treatment,1,4,returning,mobile,0,,0,117.0
3707,control,2,10,new,mobile,0,,0,108.0
6770,control,3,21,returning,desktop,0,,0,209.0
5293,treatment,3,20,new,mobile,0,,0,145.8
1595,treatment,3,16,returning,mobile,0,,0,132.1
11732,control,1,5,new,mobile,0,,0,157.6
2590,control,2,13,new,desktop,0,,0,141.8
501,treatment,3,18,new,mobile,0,,0,140.0
3600,control,2,11,new,mobile,0,,0,216.1
291,treatment,3,21,returning,mobile,0,,0,162.5
5377,control,3,21,returning,mobile,0,,0,225.8
11711,treatment,3,17,new,mobile,0,,0,126.5
10792,treatment,3,18,new,mobile,0,,0,139.0
2933,treatment,3,20,new,mobile,0,,0,162.2
3563,treatment,2,10,new,mobile,0,,0,114.4
4973,control,3,19,new,mobile,0,,0,194.1
5273,treatment,2,8,returning,mobile,0,,0,80.9
8527,treatment,3,21,returning,mobile,0,,0,166.9
3469,control,1,2,returning,mobile,0,,0,208.0
591,treatment,2,12,returning,desktop,1,277632.9,0,156.2
3689,treatment,1,6,new,mobile,0,,0,133.6
8601,treatment,2,8,returning,mobile,0,,0,110.3
2272,treatment,3,20,returning,desktop,0,,0,53.3
7443,treatment,1,1,returning,mobile,0,,0,69.2
5823,treatment,2,9,new,mobile,0,,0,132.8
2770,treatment,1,4,new,mobile,0,,0,149.2
1092,treatment,3,21,returning,desktop,0,,0,181.1
2772,treatment,3,18,returning,desktop,1,232213.69,0,199.4
3255,control,1,5,returning,mobile,0,,0,134.7
5054,control,1,2,new,mobile,0,,0,131.9
8006,treatment,2,14,returning,desktop,0,,0,207.7
778,control,1,5,new,desktop,0,,1,178.2
9432,control,3,20,returning,desktop,1,140923.3,0,217.5
300,treatment,1,5,new,desktop,1,176987.08,0,129.1
9884,control,3,19,returning,mobile,0,,0,176.5
1091,control,2,12,returning,mobile,0,,0,202.6
1195,treatment,2,14,new,desktop,0,,0,88.6
8181,control,1,5,returning,mobile,0,,0,225.7
5466,treatment,2,9,returning,mobile,0,,0,154.7
8742,treatment,3,20,new,mobile,0,,0,106.6
533,control,2,13,returning,mobile,0,,0,153.4
3264,control,1,4,returning,desktop,1,317911.95,0,212.2
972,control,2,10,returning,desktop,0,,0,170.1
11381,treatment,2,11,returning,desktop,0,,0,94.8
4085,treatment,3,17,new,mobile,1,93896.49,0,143.4
1114,treatment,1,7,new,mobile,1,184857.11,0,169.5
3709,control,1,3,returning,mobile,0,,0,214.8
6713,control,1,4,new,mobile,0,,0,150.1
1593,treatment,2,12,returning,mobile,0,,0,77.2
2392,treatment,2,13,new,mobile,0,,0,132.3
7925,treatment,1,4,new,desktop,0,,0,116.6
5886,control,2,13,new,desktop,1,116320.74,0,168.2
7308,treatment,1,7,returning,mobile,0,,0,188.3
5728,control,3,19,returning,mobile,0,,0,174.8
1083,treatment,1,7,returning,desktop,0,,0,131.8
5642,treatment,3,20,returning,mobile,0,,0,120.5
3446,control,2,8,new,mobile,0,,0,170.5
11689,treatment,3,18,returning,mobile,0,,0,158.2
8178,treatment,3,20,returning,desktop,0,,0,160.1
8864,treatment,1,1,returning,mobile,0,,1,138.1
2021,treatment,3,15,new,mobile,0,,0,197.0
9737,control,1,7,returning,mobile,0,,0,132.8
1804,treatment,2,10,new,mobile,0,,0,197.9
11634,control,1,5,new,mobile,0,,0,114.8
4099,treatment,2,13,new,mobile,0,,0,147.4
4890,treatment,3,18,returning,mobile,0,,1,151.4
8564,control,3,17,returning,mobile,0,,0,200.6
2760,treatment,2,12,returning,mobile,0,,0,154.9
1643,control,2,11,returning,desktop,0,,0,221.4
10364,treatment,3,21,new,mobile,0,,0,153.9
8758,control,2,13,returning,mobile,1,95702.28,0,177.0
8662,control,1,6,returning,mobile,0,,0,188.1
7482,treatment,1,4,returning,mobile,0,,0,68.2
4644,control,2,8,new,desktop,0,,0,189.2
8262,control,1,4,new,mobile,0,,0,194.1
5387,control,3,19,returning,desktop,0,,0,213.2
9361,control,1,6,returning,desktop,1,117312.16,0,216.2
2089,treatment,2,12,returning,desktop,1,96561.37,0,101.5
4008,control,1,2,returning,mobile,0,,0,213.5
47,control,2,11,new,mobile,0,,0,151.0
10782,treatment,1,1,new,mobile,0,,0,126.8
1150,treatment,1,4,returning,mobile,0,,0,83.6
9187,treatment,3,16,returning,desktop,0,,0,105.7
9335,treatment,3,21,new,desktop,0,,1,139.8
896,treatment,2,10,new,mobile,0,,0,27.5
11265,control,1,7,new,mobile,0,,0,97.9
7725,treatment,1,4,returning,mobile,0,,0,112.2
766,control,1,5,returning,mobile,0,,0,88.6
9403,treatment,2,8,returning,mobile,0,,1,144.5
11145,control,3,17,returning,mobile,0,,0,186.6
7956,treatment,3,16,returning,mobile,1,258625.61,0,168.6
3579,treatment,2,8,new,mobile,0,,0,71.5
2936,control,1,3,new,desktop,0,,0,158.6
1567,control,2,10,returning,desktop,0,,0,271.5
11857,control,2,12,new,mobile,0,,0,137.8
9519,control,1,3,returning,mobile,1,125686.94,0,221.8
1202,treatment,1,1,new,mobile,0,,0,101.3
5262,treatment,1,5,new,mobile,1,463457.63,0,167.8
3756,control,1,2,returning,desktop,1,456284.23,0,151.2
5334,control,3,19,new,mobile,0,,0,153.6
11029,control,2,9,returning,mobile,0,,1,111.1
3038,control,1,5,returning,desktop,0,,0,119.1
10582,control,3,15,new,desktop,0,,0,223.0
566,treatment,1,4,returning,mobile,0,,0,195.1
8392,control,3,20,returning,mobile,0,,0,178.9
2620,treatment,1,4,new,mobile,0,,0,213.9
8956,control,3,21,returning,mobile,0,,0,107.1
4192,treatment,1,7,new,desktop,0,,0,95.4
4924,treatment,3,15,returning,desktop,1,318195.31,0,146.8
1012,treatment,2,10,returning,mobile,0,,0,150.2
11540,treatment,3,17,new,mobile,0,,0,103.0
6393,control,1,5,returning,mobile,0,,0,176.6
11799,control,1,5,returning,mobile,0,,0,168.0
3425,control,2,14,returning,mobile,0,,0,95.1
7541,treatment,1,2,new,desktop,0,,0,113.7
8733,control,3,17,returning,desktop,0,,0,230.2
10607,control,1,3,returning,desktop,1,1559277.66,0,174.7
2109,control,2,10,new,desktop,0,,0,178.7
2817,control,3,18,returning,desktop,0,,0,117.0
9206,treatment,2,10,returning,desktop,0,,0,111.4
2391,treatment,3,16,new,desktop,0,,0,176.3
11855,control,1,1,returning,mobile,0,,0,218.2
5588,control,1,2,returning,mobile,0,,0,168.0
2120,control,1,5,returning,desktop,0,,0,128.4
9945,control,1,2,new,desktop,1,90010.04,1,228.0
6378,treatment,2,10,new,mobile,0,,0,142.8
5838,treatment,2,10,returning,desktop,0,,0,181.6
8630,treatment,3,20,new,mobile,0,,1,158.4
10179,control,1,5,new,mobile,0,,0,166.2
10379,treatment,2,11,returning,mobile,0,,0,110.6
6006,control,3,21,returning,mobile,0,,0,197.4
10652,control,1,5,returning,mobile,0,,0,198.0
4914,treatment,3,17,returning,mobile,0,,0,121.8
7821,treatment,3,17,returning,mobile,0,,0,114.5
1346,treatment,3,17,returning,desktop,1,196158.65,0,195.0
1445,control,2,10,returning,mobile,1,131626.27,0,204.3
2626,control,1,6,returning,mobile,0,,0,193.9
8856,control,2,12,new,mobile,0,,0,196.5
81,treatment,3,15,returning,desktop,0,,0,157.9
5428,treatment,1,2,new,mobile,0,,0,134.4
2408,control,2,13,returning,mobile,0,,0,193.3
336,treatment,2,12,new,mobile,0,,0,149.8
2875,control,2,12,returning,desktop,0,,0,71.2
6158,control,3,19,returning,mobile,1,229336.28,0,267.5
3892,treatment,2,9,returning,desktop,1,269624.29,0,151.7
1573,treatment,3,18,returning,mobile,0,,0,64.7
8218,treatment,3,15,returning,desktop,1,166507.78,0,126.4
3945,control,1,1,returning,mobile,0,,0,146.6
2110,control,3,21,returning,mobile,1,109273.38,0,193.9
10243,control,1,4,returning,mobile,0,,1,166.1
1510,treatment,3,16,returning,mobile,0,,0,159.1
1897,treatment,2,11,returning,desktop,0,,0,156.9
9659,treatment,2,8,new,mobile,0,,0,182.6
7822,treatment,1,6,returning,mobile,0,,0,191.3
9920,treatment,3,17,returning,desktop,0,,0,94.4
6045,treatment,3,21,returning,desktop,1,183660.18,0,164.4
1846,treatment,1,3,returning,mobile,0,,0,197.6
112,control,2,11,returning,desktop,0,,0,199.0
473,control,1,7,returning,mobile,0,,0,162.3
9546,control,1,5,new,desktop,0,,0,234.8
7326,control,1,2,new,mobile,0,,0,89.1
6776,control,2,10,returning,mobile,1,193773.62,0,238.0
8799,control,2,10,new,mobile,1,161639.29,0,45.1
9015,treatment,3,17,returning,desktop,1,193803.98,0,155.9
9982,control,2,12,returning,mobile,0,,0,219.0
1184,control,1,1,returning,mobile,0,,0,162.5
6598,control,1,2,returning,mobile,1,172976.14,0,156.2
7079,control,1,2,new,mobile,0,,0,216.0
3438,control,2,8,returning,mobile,0,,0,176.2
2311,treatment,1,2,returning,mobile,1,2472257.18,0,61.0
9062,treatment,2,10,new,mobile,0,,0,77.4
11043,treatment,1,7,new,mobile,0,,0,96.2
7320,control,1,1,returning,mobile,0,,0,142.3
4342,control,3,20,new,mobile,0,,0,158.9
2693,treatment,3,21,new,mobile,0,,0,98.3
8806,treatment,3,16,returning,desktop,1,154004.13,0,94.0
8597,treatment,3,20,returning,desktop,1,222761.3,0,166.9
5529,treatment,2,10,new,desktop,0,,0,126.3
2890,control,2,12,new,desktop,0,,0,141.6
2185,treatment,3,15,returning,mobile,0,,0,76.7
5779,treatment,1,2,returning,mobile,1,180870.32,0,112.8
4395,control,1,1,new,mobile,0,,0,285.1
10278,control,3,18,returning,mobile,0,,0,209.3
10388,treatment,2,12,returning,desktop,0,,0,193.9
6024,treatment,3,21,new,desktop,0,,0,95.7
9036,control,1,3,new,mobile,0,,1,149.7
9422,control,2,14,returning,mobile,0,,0,160.6
1194,treatment,2,8,new,mobile,0,,0,168.8
46,treatment,3,15,returning,desktop,0,,0,118.1
3650,treatment,1,1,returning,desktop,1,125173.12,0,173.7
9731,control,2,12,returning,mobile,0,,0,113.4
9476,treatment,1,4,returning,mobile,1,111573.26,0,106.9
1579,treatment,3,20,new,desktop,0,,0,185.7
3140,control,2,8,returning,desktop,1,337967.66,0,197.9
8289,control,3,15,returning,mobile,1,271900.94,0,195.8
3430,treatment,3,15,new,mobile,0,,0,257.4
1585,treatment,2,10,returning,mobile,1,110282.54,0,148.1
4190,control,1,5,new,desktop,0,,0,178.1
5973,treatment,1,2,returning,mobile,0,,0,173.7
10465,control,1,1,new,desktop,1,140228.68,0,135.4
3335,control,1,1,new,mobile,0,,0,146.4
6763,treatment,3,19,returning,mobile,0,,0,185.8
11228,treatment,1,4,returning,mobile,0,,0,123.6
10122,control,3,17,returning,desktop,0,,0,147.0
316,control,2,11,new,desktop,0,,0,157.7
10287,treatment,3,15,new,mobile,0,,0,109.8
6622,control,3,17,returning,desktop,1,426162.14,0,204.9
6534,control,3,16,new,mobile,0,,0,138.1
9370,treatment,3,19,returning,mobile,0,,0,110.1
2145,control,2,12,returning,mobile,0,,0,273.4
6501,treatment,2,9,returning,mobile,0,,0,149.2
10043,treatment,1,7,returning,desktop,0,,0,197.1
5863,treatment,1,6,new,mobile,1,110299.22,0,174.0
5197,control,2,13,returning,mobile,0,,0,180.8
6663,control,2,9,new,desktop,0,,0,132.3
5171,treatment,3,17,returning,desktop,1,281644.03,0,103.2
9027,treatment,3,19,new,mobile,0,,0,176.1
1072,treatment,1,1,returning,mobile,0,,0,193.6
9213,control,1,4,new,mobile,0,,0,193.0
7629,control,1,1,returning,mobile,0,,0,177.6
5606,treatment,2,14,new,mobile,0,,0,116.6
9964,treatment,1,2,new,desktop,1,139585.38,0,176.2
10436,treatment,1,6,returning,mobile,0,,0,154.4
410,treatment,2,14,new,mobile,0,,0,183.3
3785,treatment,2,11,returning,desktop,0,,0,109.9
3442,control,3,19,returning,mobile,1,164038.61,0,173.9
577,treatment,2,9,returning,mobile,1,81622.96,0,117.7
8609,control,1,3,returning,mobile,0,,1,196.6
5577,treatment,3,16,new,mobile,0,,0,301.9
7198,treatment,2,13,returning,mobile,0,,0,107.3
714,treatment,2,10,new,desktop,0,,0,105.1
9467,control,3,19,returning,desktop,0,,0,97.8
5872,control,3,20,new,desktop,0,,0,165.1
1088,treatment,1,1,new,mobile,0,,0,137.1
3248,treatment,1,5,returning,mobile,0,,0,92.5
8474,control,3,20,new,desktop,0,,0,179.7
8761,treatment,1,7,returning,desktop,0,,0,91.8
2216,control,1,1,returning,mobile,0,,0,223.1
1455,control,1,2,returning,desktop,0,,0,212.3
4588,treatment,3,20,returning,mobile,1,189879.44,0,180.3
2421,control,3,15,returning,mobile,0,,0,136.1
2859,treatment,1,2,new,desktop,0,,0,119.3
882,treatment,3,15,new,desktop,0,,0,89.6
1711,treatment,1,7,new,desktop,0,,0,135.8
3990,treatment,2,12,new,desktop,0,,0,188.1
11917,treatment,1,3,returning,mobile,0,,0,89.7
9104,treatment,1,7,returning,mobile,1,94186.97,0,141.4
4717,control,2,11,returning,mobile,0,,0,203.6
11694,control,1,5,returning,mobile,0,,0,235.3
2406,control,3,15,new,desktop,0,,0,175.7
3882,treatment,2,14,returning,mobile,0,,0,150.7
11835,control,2,8,new,mobile,0,,0,136.3
3061,treatment,1,7,new,desktop,0,,0,177.3
11620,control,3,19,returning,desktop,0,,0,122.2
3354,control,3,20,returning,mobile,0,,0,128.4
9129,control,2,12,returning,mobile,0,,0,193.5
10996,treatment,2,13,new,mobile,0,,0,205.9
1598,control,3,17,new,desktop,0,,0,110.4
6651,treatment,2,9,returning,mobile,0,,1,144.5
3527,control,2,13,returning,mobile,1,209962.06,0,199.3
7385,control,1,1,returning,mobile,0,,0,231.8
9660,control,3,19,returning,mobile,0,,0,170.8
4654,control,2,8,returning,mobile,0,,0,233.6
10822,control,2,13,new,mobile,0,,0,240.4
1181,treatment,2,14,returning,mobile,0,,0,140.5
8510,treatment,1,4,returning,mobile,0,,0,97.1
8166,treatment,3,17,returning,desktop,0,,0,123.1
5628,treatment,3,15,returning,desktop,1,156931.99,0,105.1
7519,control,3,21,returning,mobile,0,,1,200.7
8822,control,1,6,returning,mobile,0,,0,255.3
4772,control,3,20,new,mobile,0,,1,199.8
7149,treatment,2,12,returning,mobile,0,,0,159.1
4722,treatment,2,14,returning,mobile,0,,0,94.6
2639,treatment,1,1,new,desktop,0,,0,179.8
8818,treatment,3,20,returning,desktop,0,,0,174.1
8472,treatment,3,19,returning,mobile,0,,0,112.0
4388,control,2,13,returning,desktop,0,,0,236.7
2910,treatment,2,14,new,mobile,0,,0,169.6
10589,control,2,13,returning,mobile,0,,0,222.2
2329,treatment,3,19,new,mobile,0,,0,115.2
2761,treatment,2,11,new,mobile,1,130165.32,0,130.3
1692,treatment,3,16,returning,desktop,0,,0,203.7
4193,treatment,3,17,new,mobile,0,,0,140.0
124,control,3,20,new,mobile,0,,0,180.1
10554,control,3,19,returning,mobile,0,,0,89.6
1953,treatment,3,19,new,desktop,0,,0,71.3
8641,control,3,16,returning,desktop,0,,0,157.4
5490,treatment,3,17,returning,desktop,1,74106.65,1,91.0
6109,control,2,13,new,desktop,0,,0,148.0
8823,treatment,3,19,returning,mobile,0,,0,72.1
2393,control,2,8,new,mobile,1,250069.12,0,183.2
7810,control,2,11,new,mobile,0,,0,153.6
6698,control,3,21,new,desktop,0,,0,177.2
3401,control,1,7,returning,desktop,1,241874.41,0,121.5
8310,treatment,1,3,new,desktop,0,,0,176.5
4075,control,2,8,returning,mobile,0,,0,169.1
10010,control,3,21,returning,mobile,0,,0,167.6
7090,control,2,14,returning,desktop,0,,0,196.6
4642,control,2,8,returning,mobile,1,313414.71,0,279.7
4830,treatment,2,11,returning,desktop,0,,0,173.8
11744,control,1,2,new,mobile,0,,0,238.1
1892,treatment,3,21,returning,mobile,0,,0,157.3
5050,treatment,1,1,new,mobile,0,,0,213.4
6757,treatment,2,14,returning,desktop,0,,0,239.7
296,treatment,3,21,returning,desktop,0,,0,133.3
11457,control,2,12,returning,mobile,0,,0,154.8
2255,treatment,3,18,new,desktop,0,,0,63.0
10281,treatment,3,17,new,mobile,0,,0,97.3
2358,treatment,3,20,returning,desktop,0,,0,194.2
1786,treatment,3,19,new,mobile,0,,0,161.3
9957,treatment,2,8,returning,mobile,0,,0,142.0
287,control,2,11,returning,mobile,0,,0,162.1
5740,control,2,13,returning,desktop,0,,0,191.0
1759,treatment,1,5,returning,mobile,0,,0,152.2
4263,control,3,17,returning,desktop,0,,0,253.6
1285,treatment,3,20,returning,desktop,0,,0,133.4
11850,control,1,5,new,mobile,0,,0,215.3
5009,treatment,2,11,returning,mobile,0,,0,94.8
10134,treatment,1,1,returning,mobile,1,605340.3,1,226.4
7365,control,1,4,new,mobile,0,,0,139.9
5994,treatment,1,5,returning,mobile,1,384077.22,0,45.8
11544,treatment,3,21,returning,mobile,0,,0,177.1
8361,control,1,7,new,mobile,0,,0,201.4
6561,control,2,13,returning,desktop,0,,0,193.4
8817,treatment,3,15,returning,desktop,1,80988.24,0,143.0
550,control,2,8,new,mobile,0,,1,171.7
2609,treatment,3,21,returning,mobile,0,,0,87.0
2621,treatment,2,10,returning,mobile,1,307172.55,0,127.3
4238,treatment,2,10,new,desktop,0,,0,137.7
5796,treatment,2,13,new,mobile,0,,0,55.6
8204,treatment,3,16,returning,desktop,0,,0,166.3
5231,treatment,1,3,new,mobile,1,147890.77,0,180.4
6323,treatment,3,15,returning,desktop,1,227066.81,0,126.3
10512,treatment,3,17,new,mobile,0,,0,104.4
3488,treatment,2,8,new,mobile,0,,0,156.2
10854,treatment,1,6,returning,mobile,0,,1,133.2
8144,control,3,18,returning,mobile,0,,0,233.8
4334,control,3,18,new,desktop,0,,0,217.9
5633,control,1,3,new,mobile,1,376302.58,0,228.6
11601,treatment,3,18,returning,mobile,0,,0,99.8
9672,treatment,2,9,new,mobile,0,,0,145.8
3071,control,1,1,returning,mobile,0,,0,154.8
9854,control,2,13,returning,mobile,0,,0,242.6
9963,control,1,3,returning,mobile,0,,0,231.7
5956,treatment,1,4,returning,desktop,0,,0,149.2
5654,control,3,21,returning,mobile,0,,0,168.9
6799,treatment,3,17,returning,desktop,0,,0,166.4
6741,treatment,3,16,returning,mobile,0,,0,24.6
3089,treatment,1,6,returning,mobile,0,,0,189.9
1304,control,3,15,returning,mobile,1,108153.38,0,197.7
3571,treatment,1,7,new,mobile,0,,0,233.7
5617,control,3,18,returning,mobile,0,,0,244.5
3022,treatment,3,19,new,mobile,0,,1,138.3
6780,treatment,1,7,returning,mobile,1,83646.92,0,111.9
7826,control,2,12,returning,mobile,0,,0,252.9
9223,control,1,2,returning,desktop,0,,0,174.9
9626,treatment,2,12,returning,mobile,0,,1,110.2
11952,control,1,4,new,desktop,0,,0,204.4
7388,control,2,12,new,mobile,0,,0,169.4
8207,control,3,18,returning,mobile,0,,0,248.5
11779,control,1,5,returning,mobile,0,,0,207.3
9433,treatment,1,3,new,desktop,1,104406.54,0,133.3
